Unnamed: 0,Date,User,Tweet,Tweet Language,Like Count,Reetweet Count,Reply Count,Quote Count,Hashtags,inReplyToUser,Mentioned Users,Month,Year,Mention Count,Hashtag Count,Emoji Count,Word Count,Tweet Vulgarity,New Tweet,Sentiment Subjectivity,Sentiment Polarity,ASCII Tweet,Character Count
3475,2018-01-02 20:00:27+00:00,KingJames,Let's go!!! 🙏🏾💪🏾👑 #WeAreFamily https://t.co/ZpkmagrjX9,en,7717,929,107,18,['WeAreFamily'],0,0,1,2018,0,1,1,5,False,lets go 🙏🏾💪🏾👑 wearefamily,0.0,0.0,642762,54
3474,2018-01-03 23:37:32+00:00,KingJames,Retro coming soon..??? Just maybe 🤷🏾‍♂️😐💪🏾👑 https://t.co/i4oJcDLtzG,en,15739,2459,270,239,0,0,0,1,2018,0,0,2,7,False,retro coming soon maybe 🤷🏾‍♂️😐💪🏾👑,0.0,0.0,855442,67
3473,2018-01-05 21:24:37+00:00,KingJames,Congrats to my G @russwest44 on his signature shoe!! Welcome to the gang bro! 🙏🏾✊🏾💪🏾👑,en,59054,8349,299,284,0,0,"[User(username='russwest44', id=35982046, displayname='Russell Westbrook', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",1,2018,1,0,2,15,False,congrats g russwest44 signature shoe welcome gang bro 🙏🏾✊🏾💪🏾👑,0.9,1.0,783963,85
3472,2018-01-05 23:31:23+00:00,KingJames,Man I just had the GREATEST Thai massage of all time!! Got me feeling like a slinky. Straight up!!,en,35250,3062,1072,1200,0,0,0,1,2018,0,0,0,19,False,man greatest thai massage time got feeling like slinky straight,0.7,0.65625,6074,98
3471,2018-01-06 02:39:54+00:00,KingJames,Happy Gday to my brother from day 1 @SianCotton85!! 🙏🏾💪🏾✊🏾👑,en,4374,254,81,7,0,0,"[User(username='SianCotton85', id=460417084, displayname='SianCotton', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",1,2018,1,0,2,10,False,happy gday brother day 1 siancotton85 🙏🏾💪🏾✊🏾👑,1.0,1.0,782313,59
3470,2018-01-07 16:25:32+00:00,KingJames,#NBAVote @kevinlove to the All-Star game! I mean just look at his monster year so far! I see you working boooooiiiiii!!,en,42922,16512,588,238,['NBAVote'],0,"[User(username='kevinlove', id=217160945, displayname='Kevin Love', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",1,2018,1,1,0,21,False,nbavote kevinlove allstar game mean look monster year far see working boooooiiiiii,0.6958333333333333,-0.20572916666666666,7992,119
3469,2018-01-07 19:11:46+00:00,KingJames,@Channing_Frye Hahahahaha!!!!,tl,1607,78,31,1,0,https://twitter.com/channingfrye,"[User(username='channing_frye', id=1244996836508737536, displayname='asn', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",1,2018,1,0,0,2,False,channingfrye hahahahaha,0.6,0.48828125,2313,29
3468,2018-01-08 03:38:59+00:00,KingJames,@djmeel I saved you money! Lucky I didn't bet you. U know better. #GoIrish☘️,en,608,42,12,3,['GoIrish'],https://twitter.com/djmeel,"[User(username='djmeel', id=15802070, displayname='Meel', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",1,2018,1,1,0,14,False,djmeel saved money lucky didnt bet u know better goirish☘️,0.6666666666666667,0.41666666666666663,80152,76
3467,2018-01-08 05:07:11+00:00,KingJames,#NBAvote My lil pit bull @isaiahthomas!!,en,39802,16227,520,1074,['NBAvote'],0,"[User(username='isaiahthomas', id=72475439, displayname='Isaiah Thomas', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",1,2018,1,1,0,6,False,nbavote lil pit bull isaiahthomas,0.0,0.0,3239,40
3466,2018-01-08 05:08:48+00:00,KingJames,"#NBAvote my brother from another, day 1 @DwyaneWade",en,23161,11274,294,145,['NBAvote'],0,"[User(username='DwyaneWade', id=33995409, displayname='DWade', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",1,2018,1,1,0,8,False,nbavote brother another day 1 dwyanewade,0.0,0.0,3854,51
