Unnamed: 0,Date,User,Tweet,Tweet Language,Like Count,Reetweet Count,Reply Count,Quote Count,Hashtags,inReplyToUser,Mentioned Users,Month,Year,Mention Count,Hashtag Count,Emoji Count,Word Count,Tweet Vulgarity,New Tweet,Sentiment Subjectivity,Sentiment Polarity,ASCII Tweet,Character Count
4880,2018-01-04 18:28:08+00:00,FloydMayweather,Young Money May https://t.co/m6ACbbw8ol,en,9019,916,296,70,0,0,0,1,2018,0,0,0,4,False,young money may,0.4,0.1,1505,39
4879,2018-01-09 19:10:58+00:00,FloydMayweather,BLACK IS BEAUTIFUL https://t.co/Q2Q1u3qg74,en,32905,9137,819,334,0,0,0,1,2018,0,0,0,4,False,black beautiful,0.7166666666666667,0.3416666666666667,1502,42
4878,2018-01-10 19:11:03+00:00,FloydMayweather,I already fucked you up in 2017 now they about to fuck you up in 2018. You’re about to start your new year off with a bang 🔪🔨⛏💣⚰️ https://t.co/upaRfLbgvJ,en,41346,17857,1556,2187,0,0,0,1,2018,0,0,2,29,True,already fucked 2017 fuck 2018 you’re start new year bang 🔪🔨⛏💣⚰️,0.5848484848484848,-0.2878787878787879,482659,153
4877,2018-01-24 02:43:28+00:00,FloydMayweather,"Just heard a crazy song from @MaitreGims. This is why his music #1 in France. Now let’s do a crazy video for #Ceinturenoire @RnBAllstarsEnt 
@ONEbrent",en,1963,1663,95,316,['Ceinturenoire'],0,"[User(username='MaitreGIMS', id=1249674966783741958, displayname='GIMS', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='onebrent', id=437996473, displayname='Brent J', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",1,2018,3,1,0,25,False,heard crazy song maitregims music 1 france let’s crazy video ceinturenoire rnballstarsent onebrent,0.9,-0.6,17712,150
4876,2018-01-26 05:36:37+00:00,FloydMayweather,https://t.co/Z0NWdsx3aS https://t.co/4VKWxNBcKK,zxx,244,18,42,9,0,0,0,1,2018,0,0,0,2,False,,0.0,0.0,0,47
4875,2018-01-26 19:47:57+00:00,FloydMayweather,"Some say there’s a difference between being smart and intelligent. Everyone knows that common sense isn’t so common, but when it comes to being wise beyond years it’s proven I’ve got the Midas touch.  It’s simple math, being 50-0 lets you know I READ  https://t.co/tK5X50L9DH https://t.co/jGX3mHJeoW",en,10360,2653,965,551,0,0,0,1,2018,0,0,0,46,False,say there’s difference smart intelligent everyone knows common sense isn’t common comes wise beyond years it’s proven i’ve got midas touch it’s simple math 500 lets know read,0.6333333333333333,0.1857142857142857,57180,299
4874,2018-01-30 04:20:48+00:00,FloydMayweather,#MCM Mayweather Crushes McGregor. https://t.co/i6p1K2QjGG,en,25488,7748,622,640,['MCM'],0,0,1,2018,0,1,0,5,False,mcm mayweather crushes mcgregor,0.0,0.0,3111,57
4873,2018-01-30 18:41:15+00:00,FloydMayweather,https://t.co/JqWbuJ43eQ,zxx,55076,20383,3262,12516,0,0,0,1,2018,0,0,0,1,False,,0.0,0.0,0,23
4872,2018-02-01 00:15:41+00:00,FloydMayweather,"Come at the king, you best not miss... https://t.co/uHx4SJngHx",en,28339,10920,2228,6357,0,0,0,2,2018,0,0,0,9,False,come king best miss,0.3,1.0,1815,62
4871,2018-02-03 01:19:28+00:00,FloydMayweather,Billion Dollar Man https://t.co/8Vv4y1QpFK,tr,18716,3986,919,930,0,0,0,2,2018,0,0,0,4,False,billion dollar man,0.0,0.0,1763,42
4870,2018-02-03 08:07:52+00:00,FloydMayweather,"@mannyfernandez You""re right !  You're muthafuckin' right!",en,337,29,12,2,0,https://twitter.com/mannyfernandez,"[User(username='mannyfernandez', id=24743472, displayname='Manny Fernandez', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",2,2018,1,0,0,7,False,mannyfernandez youre right youre muthafuckin right,0.5357142857142857,0.3571428571428571,5059,58
4869,2018-02-05 19:38:53+00:00,FloydMayweather,"I see some of you are making comparisons to the custom $100,000.00 chinchilla fur coat I wore last night to the off the rack, Rex rabbit fur, Frank Lucas wore in his day. One thing for sure is, I’ve always dressed fly from head  https://t.co/E35g5Vv6pr https://t.co/NnfiiJrDID",en,5759,1013,656,276,0,0,0,2,2018,0,0,0,46,False,see making comparisons custom 10000000 chinchilla fur coat wore last night rack rex rabbit fur frank lucas wore day one thing sure i’ve always dressed fly head,0.6185185185185186,0.43333333333333335,22770,276
4868,2018-02-08 10:56:57+00:00,FloydMayweather,I know you can barely see me because my kitchen is bigger than your house.  Can you hear the echo by looking at the photo? https://t.co/yz97uTb0sq,en,19500,5614,3132,4267,0,0,0,2,2018,0,0,0,26,False,know barely see kitchen bigger house hear echo looking photo,0.3,0.025,5745,146
4867,2018-02-09 22:26:42+00:00,FloydMayweather,"Me, TMT and @hublot. Stay tuned https://t.co/WFWxyIuLEz #hublot #mayweather #tmt #tbe",en,361,44,21,4,"['hublot', 'mayweather', 'tmt', 'tbe']",0,"[User(username='Hublot', id=26714575, displayname='Hublot', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",2,2018,1,4,0,11,False,tmt hublot stay tuned hublot mayweather tmt tbe,0.0,0.0,4601,85
4866,2018-02-10 02:37:23+00:00,FloydMayweather,"Fooling around, playing my cousin Roy on my $30,000 crystal glass ping pong table. https://t.co/9nUtlyEnYd",en,9728,2251,754,720,0,0,0,2,2018,0,0,0,15,False,fooling around playing cousin roy 30000 crystal glass ping pong table,0.0,0.0,6415,106
4865,2018-02-10 02:37:29+00:00,FloydMayweather,"Fooling around, playing my cousin Roy on my $30,000 crystal glass ping pong table. https://t.co/2PN9VbnQhI",en,8429,1435,789,743,0,0,0,2,2018,0,0,0,15,False,fooling around playing cousin roy 30000 crystal glass ping pong table,0.0,0.0,6415,106
4864,2018-02-10 21:38:32+00:00,FloydMayweather,"If you’re here in Las Vegas, I’m inviting you to come  join me, @hublot &amp; my team as we unveil the LIMITED EDITION TMT HUBLOT timepiece. This special event starts at 4:30pm in the HUBLOT store inside The Shops at Crystals located in The Aria City Center.
https://t.co/XS32ypflQa https://t.co/noUvgaRaD4",en,1603,179,72,12,0,0,"[User(username='Hublot', id=26714575, displayname='Hublot', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",2,2018,1,0,0,49,False,you’re las vegas i’m inviting come join hublot amp team unveil limited edition tmt hublot timepiece special event starts 430pm hublot store inside shops crystals located aria city center,0.2714285714285714,0.0619047619047619,34020,306
4862,2018-02-14 23:28:05+00:00,FloydMayweather,https://t.co/Z6RhMbgFXy,zxx,1828,235,153,69,0,0,0,2,2018,0,0,0,1,False,,0.0,0.0,0,23
4861,2018-02-14 23:34:13+00:00,FloydMayweather,REAL TALK. #HappyValentinesDay https://t.co/vpOg4FhNBo,en,8065,2310,552,656,['HappyValentinesDay'],0,0,2,2018,0,1,0,4,False,real talk happyvalentinesday,0.30000000000000004,0.2,2857,54
4860,2018-02-17 03:59:20+00:00,FloydMayweather,"Honored to launch my Big Bang Unico TMT with @HUBLOT! Shop at your nearest Hublot boutique! 
#HublotMayweather #TMT #TBE #Mayweather #Hublot https://t.co/B7ReBqncLK",en,1590,336,107,25,"['HublotMayweather', 'TMT', 'TBE', 'Mayweather', 'Hublot']",0,"[User(username='Hublot', id=26714575, displayname='Hublot', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",2,2018,1,5,0,22,False,honored launch big bang unico tmt hublot shop nearest hublot boutique hublotmayweather tmt tbe mayweather hublot,0.1,0.0,10967,164
4859,2018-02-27 12:45:33+00:00,FloydMayweather,"I heard Chris Paul had his cowboy swag on today and so did I. I guess great minds think alike, be outside the box. https://t.co/HJ8ulpuPYI",en,2658,318,155,72,0,0,0,2,2018,0,0,0,25,False,heard chris paul cowboy swag today guess great minds think alike outside box,0.4,0.4,7284,138
